Timestamp,Reference Element,Element,Ratio,Ratio Sigma,Ratio SNR,Error Percentage,v0_lat,v1_lat,v2_lat,v3_lat,v0_lon,v1_lon,v2_lon,v3_lon
20230207T135139748,Mg,Ca,0.2761136712749616,0.003088550841587152,89.39910185615453,1.1185794703049992,-39.5824,-41.95,-41.5486,-39.1948,-72.8755,-72.3831,-71.4107,-71.9265
20230207T135211748,Mg,Ca,0.26953271028037384,0.002903795760165019,92.82082231053904,1.0773444741250244,-37.9455,-40.3164,-39.9251,-37.5691,-72.8445,-72.3724,-71.4166,-71.9095
20230207T135243748,Mg,Ca,0.23202846975088964,0.002343808887748607,98.99632643417837,1.0101384930327588,-36.3075,-38.6851,-38.3054,-35.9428,-72.8158,-72.3672,-71.4257,-71.8934
20230207T135315748,Mg,Ca,0.23472557818432863,0.0022558039559846363,104.05406797944603,0.961038832424631,-34.6693,-37.0529,-36.6853,-34.317,-72.7886,-72.3634,-71.4349,-71.8776
20230207T135347748,Mg,Ca,0.2696335078534032,0.0025150216529131676,107.20921926898114,0.932755603313427,-33.0308,-35.4205,-35.0654,-32.6913,-72.7629,-72.3605,-71.4435,-71.8621
20230207T135419748,Mg,Ca,0.1994584837545126,0.001950813075522063,102.24377017830625,0.9780547003069893,-31.3926,-33.7878,-33.4459,-31.0668,-72.7389,-72.3584,-71.4519,-71.8471
20230207T135451748,Mg,Ca,0.27128912823964996,0.002695719542085079,100.637000253303,0.9936703175601451,-29.7521,-32.1555,-31.8274,-29.4401,-72.7129,-72.3577,-71.4604,-71.8293
20230207T135523748,Mg,Ca,0.23425524825058314,0.0026335019182900546,88.95199453763307,1.124201885745157,-28.1137,-30.5207,-30.2068,-27.8163,-72.6934,-72.3542,-71.4654,-71.817
20230207T135555748,Mg,Ca,0.2631741140215716,0.003083920003588429,85.33752941559571,1.1718173784126995,-26.474,-28.888,-28.5888,-26.1917,-72.6715,-72.3568,-71.4756,-71.8016
20230207T135627748,Mg,Ca,0.2987358616101131,0.0028094508499672513,106.33247476587653,0.9404464649222224,-24.8343,-27.2537,-26.9699,-24.5676,-72.6514,-72.3569,-71.4824,-71.7872
20230207T135659748,Mg,Ca,0.23484573502722322,0.0028882476882806252,81.31080169479057,1.2298488997238213,-23.1943,-25.6195,-25.3515,-22.9439,-72.6317,-72.3584,-71.4899,-71.7726
